mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.093	injected	0	xPix	227	yPix	261	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.108	injected	0	xPix	225	yPix	260	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.124	injected	0	xPix	220	yPix	258	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.140	injected	0	xPix	213	yPix	256	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.155	injected	0	xPix	211	yPix	257	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.171	injected	0	xPix	210	yPix	263	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.187	injected	0	xPix	210	yPix	273	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.202	injected	0	xPix	212	yPix	288	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.218	injected	0	xPix	215	yPix	307	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.233	injected	0	xPix	225	yPix	332	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.249	injected	0	xPix	242	yPix	357	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.265	injected	0	xPix	262	yPix	378	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.280	injected	0	xPix	281	yPix	392	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.296	injected	0	xPix	295	yPix	398	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.312	injected	0	xPix	307	yPix	398	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.327	injected	0	xPix	324	yPix	393	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.343	injected	0	xPix	332	yPix	386	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.358	injected	0	xPix	336	yPix	381	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.374	injected	0	xPix	340	yPix	369	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.390	injected	0	xPix	340	yPix	359	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.405	injected	0	xPix	337	yPix	345	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.421	injected	0	xPix	330	yPix	334	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.437	injected	0	xPix	316	yPix	325	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.452	injected	0	xPix	301	yPix	322	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.468	injected	0	xPix	284	yPix	321	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.483	injected	0	xPix	273	yPix	321	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.499	injected	0	xPix	266	yPix	323	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.515	injected	0	xPix	263	yPix	327	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.530	injected	0	xPix	262	yPix	336	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.546	injected	0	xPix	263	yPix	347	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.562	injected	0	xPix	269	yPix	359	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.577	injected	0	xPix	277	yPix	371	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.593	injected	0	xPix	285	yPix	378	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.608	injected	0	xPix	290	yPix	383	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.624	injected	0	xPix	293	yPix	385	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.655	injected	0	xPix	294	yPix	384	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.671	injected	0	xPix	294	yPix	382	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.687	injected	0	xPix	294	yPix	374	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.702	injected	0	xPix	294	yPix	369	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.718	injected	0	xPix	291	yPix	356	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.733	injected	0	xPix	286	yPix	343	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.749	injected	0	xPix	281	yPix	330	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.765	injected	0	xPix	276	yPix	322	wheel	0	
mouseMove	window	FolderView	widget	3342984	date	2011 03 02 - 11:20:10	timeStampS	1299061210.780	injected	0	xPix	271	yPix	318	wheel	0	
