mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.33	injected	0	xPix	348	yPix	331	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.35	injected	0	xPix	355	yPix	331	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.36	injected	0	xPix	358	yPix	331	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.37	injected	0	xPix	363	yPix	330	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.38	injected	0	xPix	365	yPix	330	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.39	injected	0	xPix	368	yPix	330	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.4	injected	0	xPix	370	yPix	330	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.41	injected	0	xPix	374	yPix	329	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.42	injected	0	xPix	375	yPix	328	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.43	injected	0	xPix	375	yPix	328	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.44	injected	0	xPix	376	yPix	327	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.45	injected	0	xPix	377	yPix	324	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.46	injected	0	xPix	377	yPix	322	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.47	injected	0	xPix	379	yPix	321	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.48	injected	0	xPix	380	yPix	320	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.49	injected	0	xPix	383	yPix	316	wheel	0	
mouseMove	window	FolderView	widget	2752896	date	2009 10 20 - 08:25:57	timeStampS	1256019957.5	injected	0	xPix	385	yPix	314	wheel	0	
